Date;Time;instr;price;volume;Exchg;Sales;Corr;Seq;Stop;Source;TRF;Excl;Filter
11.02.2011;15:50:10.468;IBM;20.49;100;K;F;0;1425111;N;C;;;
11.02.2011;15:50:10.480;IBM;20.47;156;K;F;0;1425112;N;C;;;
11.02.2011;15:51:04.614;IBM;20.52;100;N;@;0;1432320;N;C;;;
11.02.2011;15:51:40.615;IBM;20.58;100;N;F;0;1438605;N;C;;;
11.02.2011;15:51:49.189;IBM;20.7;100;K;@;0;1439408;N;C;;;
11.02.2011;15:52:03.824;IBM;20.62;100;N;@;0;1441053;N;C;;;
11.02.2011;15:52:35.881;IBM;20.72;100;N;@;0;1445739;N;C;;;
11.02.2011;15:52:48.968;IBM;20.74;100;N;F;0;1448386;N;C;;;
11.02.2011;15:53:02.769;IBM;20.895;200;K;@;0;1449741;N;C;;;
11.02.2011;15:53:06.679;IBM;20.83;100;K;@;0;1450249;N;C;;;
11.02.2011;15:53:57.778;IBM;20.83;100;K;@;0;1457466;N;C;;;
11.02.2011;15:54:16.923;IBM;20.87;200;N;@;0;1460099;N;C;;;
11.02.2011;15:54:16.925;IBM;20.825;100;T;@;0;1460100;N;C;;;
11.02.2011;15:54:47.917;IBM;20.85;100;N;@;0;1464753;N;C;;;
11.02.2011;15:54:51.029;IBM;20.8444;100;D;@;0;1465711;N;C;T;;
11.02.2011;15:54:58.895;IBM;20.845;100;K;@;0;1468336;N;C;;;
11.02.2011;15:54:59.155;IBM;20.85;100;P;F;0;1468553;N;C;;;
11.02.2011;15:54:59.155;IBM;20.85;278;P;F;0;1468554;N;C;;;
11.02.2011;15:55:11.063;IBM;20.98;100;K;@;0;1474783;N;C;;;
11.02.2011;15:55:13.447;IBM;20.88;100;N;@;0;1475252;N;C;;;
11.02.2011;15:55:27.586;IBM;20.84;100;N;F;0;1478824;N;C;;;
11.02.2011;15:56:34.024;IBM;20.98;200;K;@;0;1494950;N;C;;;
11.02.2011;15:56:34.134;IBM;20.97;100;T;F;0;1494964;N;C;;;
11.02.2011;15:56:47.011;IBM;20.98;200;K;@;0;1497329;N;C;;;
11.02.2011;15:56:53.389;IBM;20.97;100;T;@;0;1499432;N;C;;;
11.02.2011;15:57:17.005;IBM;20.98;200;K;@;0;1505515;N;C;;;
11.02.2011;15:57:34.109;IBM;20.97;100;K;@;0;1509528;N;C;;;
11.02.2011;15:57:34.389;IBM;20.97;100;T;F;0;1509599;N;C;;;
11.02.2011;15:57:34.391;IBM;20.97;100;K;F;0;1509600;N;C;;;
11.02.2011;15:57:34.393;IBM;20.97;100;K;F;0;1509601;N;C;;;
11.02.2011;15:57:34.393;IBM;20.97;100;K;F;0;1509602;N;C;;;
11.02.2011;15:57:34.403;IBM;20.87;100;N;F;0;1509603;N;C;;;
11.02.2011;15:58:04.074;IBM;21;100;N;@;0;1517315;N;C;;;
11.02.2011;15:58:11.079;IBM;20.91;115;B;@;0;1520112;N;C;;;
11.02.2011;15:58:11.109;IBM;20.9101;115;D;@;0;1520121;N;C;T;;
11.02.2011;15:58:17.130;IBM;20.98;100;P;F;0;1522422;N;C;;;
11.02.2011;15:58:22.426;IBM;20.91;100;N;@;0;1523756;N;C;;;
11.02.2011;15:58:30.364;IBM;20.95;100;N;@;0;1525508;N;C;;;
11.02.2011;15:58:30.376;IBM;20.99;100;N;@;0;1525514;N;C;;;
11.02.2011;15:58:30.384;IBM;20.99;100;N;@;0;1525516;N;C;;;
11.02.2011;15:58:35.809;IBM;21;100;Z;@;0;1526981;N;C;;;
11.02.2011;15:58:35.811;IBM;21;185;N;@;0;1526982;N;C;;;
11.02.2011;15:59:05.231;IBM;20.86;100;D;@;0;1536311;N;C;T;;
11.02.2011;15:59:15.897;IBM;20.84;100;N;@;0;1540244;N;C;;;
11.02.2011;15:59:15.962;IBM;20.8401;100;D;@;0;1540252;N;C;T;;
11.02.2011;15:59:20.230;IBM;20.81;100;N;@;0;1541465;N;C;;;
11.02.2011;15:59:20.488;IBM;20.8;100;N;@;0;1541529;N;C;;;
11.02.2011;15:59:29.843;IBM;20.77;100;N;@;0;1544422;N;C;;;
11.02.2011;15:59:29.843;IBM;20.77;100;N;@;0;1544423;N;C;;;
11.02.2011;15:59:29.903;IBM;20.7701;200;D;@;0;1544430;N;C;T;;
11.02.2011;16:00:00.889;IBM;20.7701;200;P;M;0;1557089;N;C;;X;
11.02.2011;16:00:02.793;IBM;20.97;100;T;M;0;1557335;N;C;;X;
11.02.2011;16:05:21.225;IBM;20.64;100;N;6;0;1557726;N;C;;;
11.03.2011;09:02:51.872;IBM;20.68;200;K;T;0;1979;N;C;;;
11.03.2011;09:30:00.453;IBM;20.82;100;T;FT;0;3669;N;C;;X;
11.03.2011;09:30:00.453;IBM;20.81;600;T;FT;0;3670;N;C;;X;
11.03.2011;09:30:00.453;IBM;20.8;500;T;FT;0;3671;N;C;;X;
11.03.2011;09:30:00.841;IBM;20.8;200;B;F;0;3785;N;C;;;
11.03.2011;09:30:03.448;IBM;20.75;8301;N;O;0;4264;N;C;;;
11.03.2011;09:30:03.456;IBM;20.81;300;T;@;0;4265;N;C;;;
11.03.2011;09:30:03.456;IBM;20.81;300;T;Q;0;4266;N;C;;X;
11.03.2011;09:30:03.456;IBM;20.8;500;T;F;0;4267;N;C;;;
11.03.2011;09:30:03.456;IBM;20.8;100;B;@;0;4268;N;C;;;
11.03.2011;09:30:03.460;IBM;20.75;100;T;F;0;4269;N;C;;;
11.03.2011;09:30:04.215;IBM;20.68;100;T;F;0;4431;N;C;;;
11.03.2011;09:30:08.627;IBM;20.99;100;N;@;0;4829;N;C;;;
11.03.2011;09:30:09.445;IBM;20.98;100;N;@;0;4856;N;C;;;
11.03.2011;09:30:10.735;IBM;20.98;100;N;@;0;4968;N;C;;;
11.03.2011;09:30:55.192;IBM;20.97;800;D;@;0;7856;N;C;T;;
11.03.2011;09:30:55.230;IBM;20.97;1200;D;@;0;7860;N;C;T;;
11.03.2011;09:30:55.230;IBM;20.97;1200;D;@;0;7861;N;C;T;;
11.03.2011;09:30:55.248;IBM;20.97;100;P;Q;0;7862;N;C;;X;
11.03.2011;09:30:55.248;IBM;20.97;100;P;F;0;7863;N;C;;;
11.03.2011;09:30:55.248;IBM;20.96;100;T;F;0;7864;N;C;;;
11.03.2011;09:30:55.248;IBM;20.96;900;T;F;0;7865;N;C;;;
11.03.2011;09:30:55.248;IBM;20.97;100;T;F;0;7866;N;C;;;
11.03.2011;09:30:55.248;IBM;20.97;200;T;F;0;7867;N;C;;;
11.03.2011;09:30:55.248;IBM;20.96;100;N;@;0;7868;N;C;;;
11.03.2011;09:30:55.256;IBM;20.96;100;N;@;0;7869;N;C;;;
11.03.2011;09:30:55.256;IBM;20.97;200;B;F;0;7870;N;C;;;
11.03.2011;09:31:23.217;IBM;20.97;800;D;@;0;10121;N;C;T;;
11.03.2011;09:31:23.261;IBM;20.96;100;N;@;0;10124;N;C;;;
11.03.2011;09:31:23.261;IBM;20.97;100;N;@;0;10125;N;C;;;
11.03.2011;09:31:23.261;IBM;20.97;1400;N;@;0;10126;N;C;;;
11.03.2011;09:31:23.261;IBM;20.98;500;N;@;0;10127;N;C;;;
11.03.2011;09:31:23.261;IBM;20.99;900;N;@;0;10128;N;C;;;
11.03.2011;09:31:23.271;IBM;20.99;200;K;F;0;10129;N;C;;;
11.03.2011;09:31:23.277;IBM;21;115;N;@;0;10130;N;C;;;
11.03.2011;09:31:23.277;IBM;21;100;B;F;0;10131;N;C;;;
11.03.2011;09:31:23.279;IBM;21;100;K;F;0;10132;N;C;;;
11.03.2011;09:31:39.722;IBM;21.15;100;N;@;0;11332;N;C;;;
11.03.2011;09:31:41.858;IBM;21;100;B;F;0;11451;N;C;;;
11.03.2011;09:31:41.860;IBM;21;100;Y;F;0;11452;N;C;;;
11.03.2011;09:31:41.860;IBM;21;200;N;F;0;11453;N;C;;;
11.03.2011;09:31:48.894;IBM;21;500;N;@;0;12224;N;C;;;
11.03.2011;09:32:26.410;IBM;21.2;100;N;@;0;16121;N;C;;;
11.03.2011;09:33:39.763;IBM;21;750;D;@;0;23526;N;C;T;;
11.03.2011;09:33:40.123;IBM;21;290;D;@;0;23548;N;C;T;;
11.03.2011;09:35:01.008;IBM;21;100;N;@;0;30853;N;C;;;
11.03.2011;09:35:01.010;IBM;21.01;100;T;F;0;30854;N;C;;;
11.03.2011;09:35:01.018;IBM;21;300;K;F;0;30856;N;C;;;
11.03.2011;09:35:26.131;IBM;21;200;K;F;0;35374;N;C;;;
11.03.2011;09:35:26.533;IBM;21;200;K;F;0;35516;N;C;;;
11.03.2011;09:35:26.773;IBM;21;200;K;F;0;35574;N;C;;;
11.03.2011;09:35:26.941;IBM;21;100;K;F;0;35581;N;C;;;
11.03.2011;09:35:27.133;IBM;21;200;K;F;0;35598;N;C;;;
11.03.2011;09:35:27.309;IBM;21;200;K;F;0;35612;N;C;;;
11.03.2011;09:35:29.065;IBM;21;500;K;@;0;36081;N;C;;;
11.03.2011;09:35:31.564;IBM;20.9801;455;D;@;0;36344;N;C;T;;
11.03.2011;09:38:38.643;IBM;21.21;100;N;F;0;54665;N;C;;;
11.03.2011;09:38:38.649;IBM;21.21;500;N;F;0;54666;N;C;;;
11.03.2011;09:38:38.675;IBM;21.24;100;P;@;0;54667;N;C;;;
11.03.2011;09:38:38.679;IBM;21.24;100;P;@;0;54668;N;C;;;
11.03.2011;09:38:38.687;IBM;21.25;300;N;@;0;54669;N;C;;;
11.03.2011;09:43:17.324;IBM;21.1508;300;D;@;0;82827;N;C;T;;
11.03.2011;09:43:44.622;IBM;21.15;200;N;@;0;84788;N;C;;;
11.03.2011;09:43:44.622;IBM;21.15;200;N;@;0;84789;N;C;;;
11.03.2011;09:43:44.655;IBM;21.1501;400;D;@;0;84790;N;C;T;;
11.03.2011;09:46:37.749;IBM;21.1508;147;D;@;0;100508;N;C;T;;
11.03.2011;09:49:07.074;IBM;21.15;100;K;@;0;115995;N;C;;;
11.03.2011;10:00:38.809;IBM;21.15;100;D;@;0;183516;N;C;T;;
11.03.2011;10:00:38.911;IBM;21.15;215;N;@;0;183522;N;C;;;
11.03.2011;10:01:16.360;IBM;21.25;200;D;@;0;188696;N;C;T;;
11.03.2011;10:01:16.360;IBM;21.24;200;D;@;0;188697;N;C;T;;
11.03.2011;10:01:16.374;IBM;21.25;100;D;@;0;188700;N;C;T;;
11.03.2011;10:01:31.244;IBM;21.15;100;P;F;0;190972;N;C;;;
11.03.2011;10:01:31.244;IBM;21.15;200;P;F;0;190973;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;100;Z;F;0;190974;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;300;Z;F;0;190975;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;385;N;F;0;190976;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;100;T;F;0;190977;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;300;N;F;0;190978;N;C;;;
11.03.2011;10:01:31.246;IBM;21.15;200;T;F;0;190979;N;C;;;
11.03.2011;10:01:31.248;IBM;21.15;100;K;F;0;190980;N;C;;;
11.03.2011;10:01:31.250;IBM;21.15;215;K;F;0;190981;N;C;;;
11.03.2011;10:01:32.068;IBM;21.15;100;N;@;0;191114;N;C;;;
11.03.2011;10:12:01.624;IBM;21.14;100;N;F;0;271480;N;C;;;
11.03.2011;10:12:01.624;IBM;21.14;226;N;F;0;271481;N;C;;;
11.03.2011;10:12:01.630;IBM;21.02;100;P;F;0;271482;N;C;;;
11.03.2011;10:12:01.632;IBM;21.02;100;K;F;0;271483;N;C;;;
11.03.2011;10:12:01.634;IBM;21.02;100;P;F;0;271484;N;C;;;
11.03.2011;10:12:01.634;IBM;21.01;100;P;F;0;271485;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;100;T;F;0;271486;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;100;N;F;0;271487;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;100;Z;F;0;271488;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;100;T;F;0;271489;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;300;N;F;0;271490;N;C;;;
11.03.2011;10:12:01.636;IBM;21.01;200;Z;F;0;271491;N;C;;;
11.03.2011;10:12:01.638;IBM;21.01;100;K;F;0;271492;N;C;;;
11.03.2011;10:12:01.638;IBM;21.01;200;K;F;0;271493;N;C;;;
11.03.2011;10:12:01.826;IBM;21.01;100;N;@;0;271497;N;C;;;
11.03.2011;10:12:03.904;IBM;21.01;100;N;@;0;271596;N;C;;;
11.03.2011;10:13:43.199;IBM;21.01;100;N;@;0;282874;N;C;;;
11.03.2011;10:13:43.219;IBM;21.01;100;K;@;0;282876;N;C;;;
11.03.2011;10:13:43.265;IBM;21.0101;200;D;@;0;282882;N;C;T;;
11.03.2011;10:22:37.243;IBM;21.15;1500;D;@;0;335788;N;C;T;;
11.03.2011;10:22:37.273;IBM;21.02;100;N;@;0;335808;N;C;;;
11.03.2011;10:26:17.475;IBM;21.01;400;N;@;0;356552;N;C;;;
11.03.2011;10:26:17.475;IBM;21.01;261;N;@;0;356553;N;C;;;
11.03.2011;10:26:17.493;IBM;21.01;100;K;@;0;356554;N;C;;;
11.03.2011;10:26:17.493;IBM;21.01;100;K;@;0;356555;N;C;;;
11.03.2011;10:26:17.550;IBM;21.01;100;N;@;0;356556;N;C;;;
11.03.2011;10:26:17.566;IBM;21;139;D;@;0;356557;N;C;T;;
11.03.2011;10:28:13.887;IBM;21.01;140;K;F;0;367446;N;C;;;
11.03.2011;10:28:14.649;IBM;21.04;100;N;@;0;367485;N;C;;;
11.03.2011;10:28:15.936;IBM;21.01;100;D;@;0;367796;N;C;T;;
11.03.2011;10:28:25.629;IBM;21;200;K;F;0;368547;N;C;;;
11.03.2011;10:28:37.691;IBM;21;100;K;@;0;369529;N;C;;;
11.03.2011;10:28:55.676;IBM;21.01;100;T;@;0;371111;N;C;;;
11.03.2011;10:28:55.676;IBM;21.01;100;B;F;0;371112;N;C;;;
11.03.2011;10:28:55.676;IBM;21.01;100;B;F;0;371113;N;C;;;
11.03.2011;10:28:55.678;IBM;21.01;100;Z;F;0;371114;N;C;;;
11.03.2011;10:30:43.141;IBM;21.01;125;P;@;0;380544;N;C;;;
11.03.2011;10:30:43.141;IBM;21.01;100;Y;@;0;380545;N;C;;;
11.03.2011;10:34:01.732;IBM;21.1;120;K;@;0;396116;N;C;;;
11.03.2011;10:38:59.370;IBM;21.109;500;D;@;0;418790;N;C;T;;
11.03.2011;10:41:19.405;IBM;21.05;100;N;@;0;428214;N;C;;;
11.03.2011;10:41:19.471;IBM;21;350;D;@;0;428216;N;C;T;;
11.03.2011;10:42:09.043;IBM;21.01;200;N;@;0;437232;N;C;;;
11.03.2011;10:42:29.567;IBM;21;600;K;@;0;439974;N;C;;;
11.03.2011;10:42:29.607;IBM;20.88;100;K;@;0;439976;N;C;;;
11.03.2011;10:49:54.386;IBM;20.99;100;P;@;0;482051;N;C;;;
11.03.2011;10:54:54.469;IBM;20.89;100;N;@;0;507311;N;C;;;
11.03.2011;10:54:54.665;IBM;20.99;100;P;@;0;507314;N;C;;;
11.03.2011;10:55:33.665;IBM;20.9241;300;D;@;0;510803;N;C;T;;
11.03.2011;11:01:02.555;IBM;20.99;100;N;@;0;535136;N;C;;;
11.03.2011;11:02:36.467;IBM;20.9317;330;D;@;0;541880;N;C;T;;
11.03.2011;11:10:42.269;IBM;20.9899;200;D;@;0;573662;N;C;T;;
11.03.2011;11:16:52.439;IBM;20.99;100;D;@;0;598081;N;C;T;;
11.03.2011;11:16:52.439;IBM;20.99;100;D;@;0;598082;N;C;T;;
11.03.2011;11:16:52.469;IBM;20.99;220;D;@;0;598083;N;C;T;;
11.03.2011;11:17:46.997;IBM;20.98;100;T;@;0;601774;N;C;;;
11.03.2011;11:17:47.043;IBM;20.88;100;N;@;0;601777;N;C;;;
11.03.2011;11:19:19.161;IBM;20.88;100;N;F;0;606552;N;C;;;
11.03.2011;11:27:32.179;IBM;21.02;100;N;F;0;637889;N;C;;;
11.03.2011;11:28:28.214;IBM;21.03;100;D;@;0;640691;N;C;T;;
11.03.2011;11:29:31.214;IBM;21.03;100;N;F;0;644808;N;C;;;
11.03.2011;11:30:16.171;IBM;21.03;100;N;F;0;647409;N;C;;;
11.03.2011;11:31:27.186;IBM;21.03;100;N;F;0;652552;N;C;;;
11.03.2011;11:32:38.183;IBM;21.03;100;N;F;0;655467;N;C;;;
11.03.2011;11:33:45.193;IBM;21.08;100;N;F;0;658367;N;C;;;
11.03.2011;11:35:07.163;IBM;21.11;100;P;F;0;663666;N;C;;;
11.03.2011;11:36:10.301;IBM;21.22;100;W;F;0;667482;N;C;;;
11.03.2011;11:37:22.266;IBM;21.22;100;D;@;0;670984;N;C;T;;
11.03.2011;11:38:29.164;IBM;21.22;100;D;@;0;674452;N;C;T;;
11.03.2011;11:39:33.346;IBM;21.22;100;D;@;0;678981;N;C;T;;
11.03.2011;11:40:34.264;IBM;20.977;150;D;@;0;682521;N;C;T;;
11.03.2011;11:41:03.307;IBM;21.21;100;D;@;0;683582;N;C;T;;
11.03.2011;11:42:47.165;IBM;21.21;100;D;@;0;688632;N;C;T;;
11.03.2011;11:44:39.183;IBM;21.21;100;N;F;0;694195;N;C;;;
11.03.2011;11:46:42.206;IBM;21.25;100;D;@;0;700726;N;C;T;;
11.03.2011;11:47:40.764;IBM;21.03;100;D;@;0;703877;N;C;T;;
11.03.2011;11:47:40.764;IBM;21.03;100;D;@;0;703878;N;C;T;;
11.03.2011;11:47:40.764;IBM;21.03;300;D;@;0;703879;N;C;T;;
11.03.2011;11:47:40.766;IBM;21.03;200;D;@;0;703880;N;C;N;;
11.03.2011;11:47:40.867;IBM;21.03;100;D;@;0;703881;N;C;T;;
11.03.2011;11:47:40.867;IBM;21.03;100;D;@;0;703882;N;C;T;;
11.03.2011;11:47:40.867;IBM;21.03;200;D;@;0;703883;N;C;T;;
11.03.2011;11:47:40.867;IBM;21.03;100;D;@;0;703884;N;C;T;;
11.03.2011;11:47:40.867;IBM;21.03;100;D;@;0;703885;N;C;T;;
11.03.2011;11:48:57.194;IBM;21.24;100;N;F;0;708479;N;C;;;
11.03.2011;11:51:19.171;IBM;21.24;100;N;F;0;715751;N;C;;;
11.03.2011;11:53:26.148;IBM;21.25;100;N;F;0;724293;N;C;;;
11.03.2011;11:58:12.244;IBM;21.24;100;D;@;0;738285;N;C;T;;
11.03.2011;12:01:34.468;IBM;21.15;500;D;@;0;749308;N;C;T;;
11.03.2011;12:01:34.498;IBM;21.15;100;K;@;0;749309;N;C;;;
11.03.2011;12:01:34.736;IBM;21.15;100;K;@;0;749325;N;C;;;
11.03.2011;12:01:43.076;IBM;21.23;100;T;@;0;749602;N;C;;;
11.03.2011;12:08:44.172;IBM;21.22;100;T;F;0;772449;N;C;;;
11.03.2011;12:13:06.221;IBM;21.21;100;T;F;0;786003;N;C;;;
11.03.2011;12:17:44.271;IBM;21.22;100;D;@;0;801351;N;C;T;;
11.03.2011;12:18:19.370;IBM;21.09;100;D;@;0;803883;N;C;T;;
11.03.2011;12:22:09.437;IBM;21.2;100;T;@;0;813159;N;C;;;
11.03.2011;12:22:15.034;IBM;21.1;100;K;@;0;813300;N;C;;;
11.03.2011;12:22:15.038;IBM;21.09;100;N;@;0;813301;N;C;;;
11.03.2011;12:22:15.164;IBM;21.0901;100;D;@;0;813303;N;C;T;;
11.03.2011;12:22:16.590;IBM;21.09;100;K;@;0;813335;N;C;;;
11.03.2011;12:22:16.590;IBM;21.09;100;K;@;0;813336;N;C;;;
11.03.2011;12:22:16.666;IBM;21.0901;100;D;@;0;813346;N;C;T;;
11.03.2011;12:22:16.666;IBM;21.0901;100;D;@;0;813347;N;C;T;;
11.03.2011;12:22:30.571;IBM;20.8901;200;D;@;0;813778;N;C;T;;
11.03.2011;12:28:41.164;IBM;21.09;100;D;@;0;831749;N;C;T;;
11.03.2011;12:31:18.187;IBM;21;100;Z;F;0;842970;N;C;;;
11.03.2011;12:35:42.164;IBM;20.9;400;D;@;0;856376;N;C;T;;
11.03.2011;12:35:42.184;IBM;20.89;100;P;F;0;856377;N;C;;;
11.03.2011;12:35:42.186;IBM;20.89;200;N;F;0;856378;N;C;;;
11.03.2011;12:38:05.108;IBM;20.99;100;P;@;0;863122;N;C;;;
11.03.2011;12:38:05.216;IBM;20.99;100;N;@;0;863124;N;C;;;
11.03.2011;12:39:03.068;IBM;20.99;100;D;@;0;866190;N;C;T;;
11.03.2011;12:39:03.068;IBM;20.99;100;D;@;0;866191;N;C;T;;
11.03.2011;12:39:03.068;IBM;20.99;300;D;@;0;866192;N;C;T;;
11.03.2011;12:39:03.068;IBM;20.99;450;D;@;0;866193;N;C;T;;
11.03.2011;12:39:03.667;IBM;20.98;100;D;@;0;866220;N;C;T;;
11.03.2011;12:45:04.849;IBM;20.99;100;N;@;0;883630;N;C;;;
11.03.2011;12:45:05.468;IBM;20.95;200;P;@;0;883692;N;C;;;
11.03.2011;12:49:04.868;IBM;20.9915;300;D;@;0;897237;N;C;T;;
11.03.2011;12:50:49.575;IBM;21;100;Z;@;0;904899;N;C;;;
11.03.2011;12:51:04.815;IBM;20.99;100;N;@;0;905883;N;C;;;
11.03.2011;12:51:04.819;IBM;20.99;100;N;@;0;905884;N;C;;;
11.03.2011;12:52:05.858;IBM;20.95;100;P;@;0;909694;N;C;;;
11.03.2011;13:09:03.472;IBM;20.86;300;D;@;0;960366;N;C;T;;
11.03.2011;13:09:03.476;IBM;20.85;300;N;F;0;960367;N;C;;;
11.03.2011;13:28:05.999;IBM;21;1800;Z;F;0;1016222;N;C;;;
11.03.2011;13:28:05.999;IBM;21;100;Z;F;0;1016223;N;C;;;
11.03.2011;13:28:06.035;IBM;20.98;100;T;@;0;1016224;N;C;;;
11.03.2011;13:28:06.051;IBM;20.999;1000;D;@;0;1016225;N;C;T;;
11.03.2011;13:28:06.059;IBM;21;150;C;F;0;1016226;N;C;;;
11.03.2011;13:28:06.059;IBM;21;150;C;F;0;1016227;N;C;;;
11.03.2011;13:28:06.059;IBM;21;150;C;F;0;1016228;N;C;;;
11.03.2011;13:28:06.061;IBM;21;150;C;F;0;1016229;N;C;;;
11.03.2011;13:28:06.061;IBM;21;150;C;F;0;1016230;N;C;;;
11.03.2011;13:28:06.065;IBM;21.05;100;N;@;0;1016232;N;C;;;
11.03.2011;13:28:06.067;IBM;20.98;100;T;@;0;1016233;N;C;;;
11.03.2011;13:28:06.087;IBM;21.05;100;N;F;0;1016234;N;C;;;
11.03.2011;13:28:06.089;IBM;20.98;100;T;@;0;1016236;N;C;;;
11.03.2011;13:28:06.105;IBM;21.05;100;N;F;0;1016237;N;C;;;
11.03.2011;13:28:06.163;IBM;21.08;100;K;F;0;1016264;N;C;;;
11.03.2011;13:28:06.169;IBM;21.09;750;K;F;0;1016265;N;C;;;
11.03.2011;13:28:08.769;IBM;21.09;200;D;@;0;1016320;N;C;T;;
11.03.2011;13:28:08.933;IBM;21.09;100;D;@;0;1016351;N;C;T;;
11.03.2011;13:31:59.063;IBM;20.9846;225;D;@;0;1027047;N;C;T;;
11.03.2011;13:33:48.460;IBM;21.08;100;P;@;0;1034125;N;C;;;
11.03.2011;13:34:47.127;IBM;21.08;100;K;F;0;1036026;N;C;;;
11.03.2011;13:34:47.179;IBM;21.09;200;T;F;0;1036027;N;C;;;
11.03.2011;13:34:47.555;IBM;21.09;200;T;@;0;1036041;N;C;;;
11.03.2011;13:35:00.827;IBM;21.08;150;K;@;0;1036809;N;C;;;
11.03.2011;13:45:51.860;IBM;21.05;100;Z;@;0;1070866;N;C;;;
11.03.2011;13:51:43.847;IBM;21.05;100;N;@;0;1095001;N;C;;;
11.03.2011;13:59:09.558;IBM;21;150;N;@;0;1124083;N;C;;;
11.03.2011;13:59:09.810;IBM;21;200;P;@;0;1124086;N;C;;;
11.03.2011;14:03:28.269;IBM;20.907;200;D;@;0;1143959;N;C;T;;
11.03.2011;14:08:14.671;IBM;20.9001;500;D;@;0;1164726;N;C;T;;
11.03.2011;14:09:24.654;IBM;21.05;100;Z;@;0;1169021;N;C;;;
11.03.2011;14:09:38.256;IBM;21.03;100;Z;@;0;1170050;N;C;;;
11.03.2011;14:09:38.256;IBM;21.05;100;Z;@;0;1170051;N;C;;;
11.03.2011;14:20:44.170;IBM;21;100;N;@;0;1212919;N;C;;;
11.03.2011;14:21:30.866;IBM;20.9999;200;D;@;0;1215580;N;C;T;;
11.03.2011;14:41:31.941;IBM;21;200;N;@;0;1277213;N;C;;;
11.03.2011;14:44:55.308;IBM;21;100;N;@;0;1286958;N;C;;;
11.03.2011;14:55:20.230;IBM;21;100;N;@;0;1317428;N;C;;;
11.03.2011;15:02:46.222;IBM;20.95;200;D;@;0;1343193;N;C;T;;
11.03.2011;15:07:26.367;IBM;20.9972;500;D;@;0;1361353;N;C;T;;
11.03.2011;15:13:53.361;IBM;21;200;N;@;0;1387225;N;C;;;
11.03.2011;15:18:23.489;IBM;21;100;N;@;0;1415151;N;C;;;
11.03.2011;15:23:59.663;IBM;21;100;N;@;0;1437275;N;C;;;
11.03.2011;15:26:39.407;IBM;20.91;100;B;@;0;1449078;N;C;;;
11.03.2011;15:26:39.551;IBM;20.9;200;P;F;0;1449093;N;C;;;
11.03.2011;15:26:39.615;IBM;20.88;100;K;@;0;1449097;N;C;;;
11.03.2011;15:26:39.663;IBM;20.85;100;D;@;0;1449100;N;C;T;;
11.03.2011;15:26:39.663;IBM;20.85;100;D;@;0;1449101;N;C;T;;
11.03.2011;15:26:39.663;IBM;20.85;100;D;@;0;1449102;N;C;T;;
11.03.2011;15:26:39.763;IBM;20.85;100;D;@;0;1449104;N;C;T;;
11.03.2011;15:26:39.763;IBM;20.85;600;D;@;0;1449105;N;C;T;;
11.03.2011;15:26:39.841;IBM;20.85;100;K;@;0;1449106;N;C;;;
11.03.2011;15:26:39.913;IBM;20.85;150;K;@;0;1449112;N;C;;;
11.03.2011;15:26:40.219;IBM;20.85;200;D;@;0;1449123;N;C;T;;
11.03.2011;15:26:40.231;IBM;20.85;100;K;@;0;1449124;N;C;;;
11.03.2011;15:26:40.233;IBM;20.85;250;K;@;0;1449125;N;C;;;
11.03.2011;15:26:40.293;IBM;20.84;200;K;@;0;1449130;N;C;;;
11.03.2011;15:26:40.313;IBM;20.84;200;K;@;0;1449131;N;C;;;
11.03.2011;15:26:40.339;IBM;20.84;100;K;@;0;1449132;N;C;;;
11.03.2011;15:26:40.347;IBM;20.84;294;Z;@;0;1449133;N;C;;;
11.03.2011;15:26:40.517;IBM;20.83;100;D;@;0;1449137;N;C;T;;
11.03.2011;15:26:40.517;IBM;20.83;100;D;@;0;1449138;N;C;T;;
11.03.2011;15:26:40.517;IBM;20.832;100;D;@;0;1449139;N;C;T;;
11.03.2011;15:26:40.517;IBM;20.83;100;D;@;0;1449140;N;C;T;;
11.03.2011;15:26:40.517;IBM;20.83;100;D;@;0;1449141;N;C;T;;
11.03.2011;15:26:40.541;IBM;20.83;100;D;@;0;1449144;N;C;T;;
11.03.2011;15:26:40.541;IBM;20.83;100;D;@;0;1449145;N;C;T;;
11.03.2011;15:26:40.541;IBM;20.83;100;D;@;0;1449146;N;C;T;;
11.03.2011;15:26:40.541;IBM;20.83;100;D;@;0;1449147;N;C;T;;
11.03.2011;15:26:40.667;IBM;20.83;100;P;@;0;1449152;N;C;;;
11.03.2011;15:26:41.903;IBM;20.83;100;P;@;0;1449219;N;C;;;
11.03.2011;15:26:42.336;IBM;20.8025;800;D;@;0;1449261;N;C;T;;
11.03.2011;15:28:50.050;IBM;20.8767;500;D;@;0;1463068;N;C;T;;
